,cast,director,runtime,genres,production_companies,budget_adj,revenue_adj
7952,"Burt Reynolds|Dom DeLuise|Dean Martin|Sammy Davis, Jr.|Shirley MacLaine",Hal Needham,108,Action|Adventure|Comedy,Golden Harvest Company|Warner Bros.,0.0,58937055.61
7953,Lucinda Dickey|Adolfo Quinones|Michael Chambers|Ben Lokey|Christopher McDonald,Joel Silberg,90,Music,Metro-Goldwyn-Mayer (MGM)|Golan-Globus Productions,0.0,0.0
7954,Sylvester Stallone|Dolly Parton|Richard Farnsworth|Ron Leibman|Tim Thomerson,Bob Clark,111,Comedy,20th Century Fox,58773177.1,0.0
7955,Kathleen Turner|Anthony Perkins|Bruce Davison|Annie Potts|John Laughlin,Ken Russell,112,Drama|Thriller|Romance,New World Pictures|Planet Productions|China Blue Productions,0.0,0.0
7956,Lucinda Dickey|Adolfo Quinones|Michael Chambers|Harry Caesar|Susie Coelho,Sam Firstenberg,94,Drama|Music,TriStar Pictures|Cannon Films,0.0,0.0
7957,Lilyan Chauvin|Gilmer McCormick|Toni Nero|Robert Brian Wilson|Britt Leach,Charles E. Sellier Jr.,79,Thriller|Horror,TriStar Pictures,2235479.772,0.0
7958,Chris Pedersen|Bill Coyne|Jennifer Clay|Timothy O'Brien|Wade Walston,Penelope Spheeris,94,Drama|Music,New World Pictures,0.0,0.0
7959,David Naughton|Shannon Tweed|Patrick Houser|Tracy Smith|John Patrick Reger,Peter Markle,96,Comedy,United Artists|HOT DOG PARTNERSHIP PRODUCTIONS,0.0,0.0
7960,Michael ParÃ©|Nancy Allen|Eric Christmas|Bobby Di Cicco|Louise Latham,Stewart Raffill,102,Adventure|Drama|Fantasy|Romance|Science Fiction,New World Pictures|Cinema Group Ventures,0.0,0.0
7961,James Garner|Shirley Jones|C. Thomas Howell|Mark Herrier|Sandy Ward,Marvin J. Chomsky,113,Action|Adventure|Comedy|Drama|Thriller,Lorimar Film Entertainment,0.0,29669701.04
7962,Howard Rollins|Adolph Caesar|Art Evans|Robert Townsend|Denzel Washington,Norman Jewison,101,Drama|Mystery|War,Columbia Pictures Corporation,0.0,0.0
7963,David Keith|Drew Barrymore|Freddie Jones|Heather Locklear|Martin Sheen,Mark L. Lester,114,Fantasy|Drama|Horror|Action|Thriller,Universal Pictures|Dino De Laurentiis Company,0.0,0.0
7965,Bo Derek|George Kennedy|Ana ObregÃ³n|Olivia d'Abo|Mirta Miller,John Derek,105,Drama|Romance,Golan-Globus,14693294.27,0.0
7966,Ottaviano Dell'Acqua|Geretta Geretta|Massimo Vanni|Gianni Franco|Fausto Lombardi,Bruno Mattei|Claudio Fragasso,97,Horror|Science Fiction,Beatrice Film,0.0,0.0
7967,Tom Selleck|Cynthia Rhodes|Gene Simmons|Kirstie Alley|Stan Shaw,Michael Crichton,100,Thriller|Crime|Science Fiction,TriStar Pictures,0.0,0.0
7968,John Heard|Daniel Stern|Christopher Curry|Kim Greist|Laure Mattos,Douglas Cheek,88,Horror|Science Fiction,New World Pictures,2623802.549,7162974.662
7969,Peter Liapis|Lisa Pelikan|Jack Nance|Mariska Hargitay|Michael Des Barres,Luca Bercovici,81,Comedy|Horror|Fantasy,Empire Pictures,2099042.039,73466471.37
7970,Sally Field|Lindsay Crouse|John Malkovich|Danny Glover|Ed Harris,Robert Benton,111,Drama|Family,TriStar Pictures|Delphi II Productions,0.0,0.0
7971,Dudley Moore|Eddie Murphy|Kate Capshaw|George Dzundza|Helen Shaver,Willard Huyck,94,Action|Comedy,Paramount Pictures|Cinema Group Ventures,37782756.71,40438678.8
7972,Eric Roberts|Mickey Rourke|Daryl Hannah|Geraldine Page|Kenneth McMillan,Stuart Rosenberg,121,Drama|Action|Comedy|Crime,United Artists,0.0,0.0
7974,Robert Urich|Mary Crosby|Michael D. Roberts|Anjelica Huston|John Matuszak,Stewart Raffill,91,Action|Science Fiction|Comedy,JF Productions|Metro-Goldwyn-Mayer (MGM),18891378.35,0.0
7975,Gregory Harrison|Arkie Whiteley|Bill Kerr|Chris Haywood|David Argue,Russell Mulcahy,95,Horror,McElroy & McElroy|UAA Films|Western Film Productions,11544731.22,1681332.673
7976,Steve Martin|Charles Grodin|Merv Griffin|Judith Ivey|Steve Lawrence,Arthur Hiller,90,Comedy|Romance,Universal Pictures|Aspen Film Society,0.0,0.0
7978,Woody Allen|Mia Farrow|Nick Apollo Forte|Craig Vandenburgh|Herb Reynolds,Woody Allen,84,Comedy,Orion Pictures Corporation,16792336.31,22250888.84
7979,Tawny Kitaen|Brent Huff|Zabou Breitman|Bernadette Lafont|Jean Rougerie,Just Jaeckin,88,Adventure|Fantasy|Thriller,Films de L'Alma|G.P.F.I.|Parafrance Films,0.0,2806994.344
7980,Sho Kosugi|Lucinda Dickey|Jordan Bennett|David Chung|Dale Ishimoto,Sam Firstenberg,92,Horror|Action,Golan-Globus|Cannon Films,0.0,0.0
7982,Guy Davis|Jon Chardiet|Rae Dawn Chong|Leon W. Grant|Saundra Santiago,Stan Lathan,105,Music|Family|Drama,Orion Pictures,0.0,0.0
7983,Lenny Von Dohlen|Virginia Madsen|Maxwell Caulfield|Bud Cort|Don Fellows,Steve Barron,95,Comedy,Virgin,0.0,0.0
7984,John Hurt|Terence Stamp|Tim Roth|Laura del Sol|Bill Hunter,Stephen Frears,98,Drama|Action|Thriller|Crime,Zenith Entertainment|Central|Recorded Picture Company (RPC),0.0,0.0
7985,Albert Finney|Jacqueline Bisset|Anthony Andrews|Ignacio LÃ³pez Tarso|Katy Jurado,John Huston,112,Drama,Conacite Uno|Ithaca,0.0,0.0
7986,Sarah Patterson|Angela Lansbury|David Warner|Tusse Silberg|Brian Glover,Neil Jordan,95,Fantasy|Horror|Science Fiction,Palace Pictures|Incorporated Television Company (ITC),4198084.078,0.0
7987,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Richard Marquand,135,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,70824243.13,1253818981.0
7988,Al Pacino|Steven Bauer|Michelle Pfeiffer|Mary Elizabeth Mastrantonio|Robert Loggia,Brian De Palma,170,Action|Crime|Drama|Thriller,Universal Pictures,54732799.94,144242170.7
7989,Sean Connery|Kim Basinger|Klaus Maria Brandauer|Barbara Carrera|Max von Sydow,Irvin Kershner,134,Adventure|Action|Thriller,PSO International|TaliaFilm II Productions|Woodcote,78815231.92,350289919.6
7990,Roger Moore|Maud Adams|Louis Jourdan|Kristina Wayborn|Kabir Bedi,John Glen,131,Adventure|Action|Thriller,Eon Productions,60206079.94,402176614.0
7991,Melinda Dillon|Darren McGavin|Peter Billingsley|Jean Shepherd|Ian Petrella,Bob Clark,94,Comedy|Family,Metro-Goldwyn-Mayer (MGM)|Christmas Tree Films,0.0,42240900.95
7992,Christopher Reeve|Richard Pryor|Jackie Cooper|Marc McClure|Annette O'Toole,Richard Lester,125,Comedy|Action|Adventure|Fantasy|Science Fiction,Warner Bros.|Dovemead Films|Cantharus Productions,85383167.91,165949849.4
7993,Eddie Murphy|Dan Aykroyd|Jamie Lee Curtis|Denholm Elliott|Ralph Bellamy,John Landis,116,Comedy|Drama,Paramount Pictures|Cinema Group Ventures,88886067.11,197913804.6
7994,Matthew Broderick|Dabney Coleman|Ally Sheedy|John Wood|Barry Corbin,John Badham,114,Thriller|Science Fiction,United Artists|Sherwood Productions,26271743.97,174198448.0
7995,Chevy Chase|Beverly D'Angelo|Imogene Coca|Randy Quaid|Anthony Michael Hall,Harold Ramis,98,Comedy|Adventure|Romance,Warner Bros.,32839679.97,134422775.9
7996,"Dennis Quaid|Bess Armstrong|Simon MacCorkindale|Louis Gossett, Jr.|John Putch",Joe Alves,99,Horror,Universal Pictures|Alan Landsburg Productions,44880895.95,192631115.2
7997,Terry Gilliam|Graham Chapman|John Cleese|Eric Idle|Terry Jones,Terry Jones|Terry Gilliam,107,Comedy,Universal Pictures|Celandine Films|The Monty Python Partnership,0.0,0.0
7998,Shirley MacLaine|Debra Winger|Jack Nicholson|Danny DeVito|Jeff Daniels,James L. Brooks,132,Drama|Comedy,Paramount Pictures,17514495.98,0.0
7999,Phoebe Cates|Betsy Russell|Matthew Modine|Michael Zorek|Fran Ryan,Noel Black,89,Comedy|Romance,Universal Pictures|Unity Productions,0.0,0.0
8000,Clint Eastwood|Sondra Locke|Pat Hingle|Bradford Dillman|Paul Drake,Clint Eastwood,117,Action|Crime|Thriller,Warner Bros.,48164863.95,148090959.3
8001,Tom Cruise|Rebecca De Mornay|Joe Pantoliano|Richard Masur|Curtis Armstrong,Paul Brickman,98,Comedy|Romance,"Geffen Company, The",13573734.39,139112774.7
8002,Fred Ward|Dennis Quaid|Ed Harris|Scott Glenn|Sam Shepard,Philip Kaufman,193,Drama|History,Warner Bros.|The Ladd Company,59111423.94,47070207.95
8003,Richard Gere|ValÃ©rie Kaprisky|Art Metrano|John P. Ryan|William Tepper,Jim McBride,100,Action|Drama|Romance|Thriller,Orion Pictures|Breathless Associates|Miko Productions,0.0,43589206.25
8004,Graham Chapman|Martin Hewitt|Eric Idle|Peter Cook|Michael Hordern,Mel Damski,96,Comedy|Adventure,Hemdale Film Corporation|Yellowbeard Associates,0.0,9414041.59
8005,Alan Young|Wayne Allwine|Clarence Nash|Hal Smith|Will Ryan,Burny Mattinson,26,Family|Animation,Walt Disney Pictures,6567935.993,45975551.95
8006,Cheech Marin|Tommy Chong|Hans Man in 't Veld|Carol van Herwijnen|Shireen Strooker,Tommy Chong,91,Comedy,Paramount Pictures,0.0,34028476.38
8007,Catherine Deneuve|David Bowie|Susan Sarandon|Cliff DeYoung|Beth Ehlers,Tony Scott,97,Horror|Thriller|Romance,Metro-Goldwyn-Mayer (MGM)|Peerford Ltd.,0.0,13090535.71
8008,Keith Gordon|John Stockwell|Alexandra Paul|Robert Prosky|Harry Dean Stanton,John Carpenter,110,Mystery|Drama|Horror|Thriller,Columbia Pictures,0.0,46413414.35
8009,Matt Dillon|Ralph Macchio|C. Thomas Howell|Patrick Swayze|Rob Lowe,Francis Ford Coppola,91,Crime|Drama,American Zoetrope|Warner Bros.,21893119.98,56260166.89
8010,Dan Monahan|Wyatt Knight|Mark Herrier|Roger Wilson|Cyril O'Reilly,Bob Clark,98,Comedy,Twentieth Century Fox Film Corporation|Simon Reeves Landsburg Productions,14230527.99,73909566.09
8011,Nick Nolte|Ed Harris|Gene Hackman|Joanna Cassidy|Jean-Louis Trintignant,Roger Spottiswoode,128,War|Drama,Orion Pictures,0.0,0.0
8012,Steve Martin|Kathleen Turner|David Warner|Paul Benedict|Richard Brestoff,Carl Reiner,93,Comedy|Romance|Science Fiction,Warner Bros.,22112051.18,0.0
8013,Jason Robards|John Cullum|JoBeth Williams|Steve Guttenberg|John Lithgow,Nicholas Meyer,127,Science Fiction|Drama,ABC Circle Films,0.0,0.0
8014,Dee Wallace|Danny Pintauro|Daniel Hugh Kelly|Christopher Stone|Ed Lauter,Lewis Teague,91,Horror|Thriller,TAFT Entertainment Pictures|Sunn Classic Pictures,10946559.99,0.0
8015,Barbra Streisand|Mandy Patinkin|Amy Irving|Nehemiah Persoff|Steven Hill,Barbra Streisand,132,Music|Drama|Romance,United Artists|Barwood Films|Ladbroke,26271743.97,66555084.73
8016,Roy Scheider|Warren Oates|Candy Clark|Daniel Stern|Paul Roebling,John Badham,109,Science Fiction|Action|Thriller|Crime|Drama,Columbia Pictures Corporation|Rastar Pictures,48164863.95,92637133.58
8017,Christopher Walken|Brooke Adams|Tom Skerritt|Martin Sheen|Herbert Lom,David Cronenberg,103,Thriller|Horror|Science Fiction,Paramount Pictures|Lorimar Film Entertainment|Dino De Laurentiis Company,21893119.98,45464601.56
8018,Nicolas Cage|E.G. Daily|Deborah Foreman|Michael Bowen|Cameron Dye,Martha Coolidge,99,Comedy|Romance,Atlantic Entertainment Group|Valley 9000,766259.1992,0.0
8019,Tom Cruise|Craig T. Nelson|Lea Thompson|Charles Cioffi|Gary Graham,Michael Chapman,91,Romance|Drama,Twentieth Century Fox Film Corporation|Lucille Ball Productions,0.0,37728777.08
8020,Woody Allen|Mia Farrow|John Buckwalter|Patrick Horgan|Marvin Chatinover,Woody Allen,79,Comedy,Orion Pictures,0.0,25830851.57
8021,William Hurt|Lee Marvin|Brian Dennehy|Joanna Pacula|Michael Elphick,Michael Apted,128,Thriller|Crime|Drama,Orion Pictures|Eagle Associates,0.0,35413439.53
8023,Jennifer Beals|Michael Nouri|Lilia Skala|Kyle T. Heffner|Sunny Johnson,Adrian Lyne,95,Drama|Music|Romance,Paramount Pictures,8757247.991,203433504.6
8024,Meryl Streep|Kurt Russell|Cher|Craig T. Nelson|Fred Ward,Mike Nichols,131,Drama|Thriller,ABC Pictures,0.0,0.0
8025,David Niven|Robert Wagner|Herbert Lom|Joanna Lumley|Capucine,Blake Edwards,109,Comedy,Blake Edwards,0.0,9834358.844
8026,Jackie Gleason|Jerry Reed|Paul Williams|Pat McCormick|Colleen Camp,Dick Lowry,85,Action|Comedy|Crime,Universal Pictures,0.0,12432993.37
8027,Tony Roberts|Tess Harper|Robert Joy|Candy Clark|Leora Dana,Richard Fleischer,105,Horror|Thriller,De Laurentiis Entertainment Group (DEG),0.0,13865208.44
8028,Albert Brooks|Vic Morrow|John Larroquette|John Lithgow|Dan Aykroyd,John Landis|Steven Spielberg|George Miller|Joe Dante,101,Drama|Fantasy|Horror|Science Fiction|Thriller,Warner Bros.,21893119.98,64477250.31
8029,Mel Brooks|Anne Bancroft|Tim Matheson|Charles Durning|Christopher Lloyd,Alan Johnson,107,Comedy,Twentieth Century Fox Film Corporation|Brooksfilms,0.0,28527203.84
8030,Michael Caine|Julie Walters|Michael Williams|Maureen Lipman,Lewis Gilbert,110,Drama|Comedy|Romance,Acorn Pictures,0.0,0.0
8031,Ken Marshall|Lysette Anthony|Francesca Annis|Alun Armstrong|David Battley,Peter Yates,117,Fantasy|Action|Adventure,Columbia Pictures Corporation|Barclays Mercantile Industrial Finance,59.11142394,0.0
8032,Matt Dillon|Mickey Rourke|Diane Lane|Dennis Hopper|Diana Scarwid,Francis Ford Coppola,94,Action|Adventure|Crime|Drama|Romance,Universal Pictures,21893119.98,5461194.992
8033,John Travolta|Cynthia Rhodes|Finola Hughes|Steve Inwood|Julie Bovasso,Sylvester Stallone,93,Drama|Action|Music|Romance,Paramount Pictures,48164863.95,142070301.0
8034,Chuck Norris|David Carradine|Barbara Carrera|Leon Isaac Kennedy|Dana Kimmell,Steve Carver,107,Action|Thriller|Drama|Western|Crime,1818|Lone Wolf McQuade Associates|Topkick Productions,10946559.99,26781039.24
8035,Tom Berenger|Glenn Close|Jeff Goldblum|William Hurt|Kevin Kline,Lawrence Kasdan,105,Comedy|Drama,Columbia Pictures,0.0,0.0
8036,Anthony Perkins|Vera Miles|Meg Tilly|Robert Loggia|Dennis Franz,Richard Franklin,113,Horror|Mystery|Thriller,Universal Pictures|Oak,10946559.99,76023859.12
8037,"Tom Cruise|Jackie Earle Haley|John Stockwell|John P. Navin, Jr.|Shelley Long",Curtis Hanson,100,Comedy,Tijuana Productions|Tiberius Film Productions,0.0,0.0
8038,Marc Singer|Faye Grant|Jane Badler|Michael Durrell|Blair Tefkin,Kenneth Johnson,197,Drama|Science Fiction|Action|Adventure,Warner Bros. Television,0.0,0.0
8039,James Woods|Sonja Smits|Deborah Harry|Peter Dvorsky|Jack Creley,David Cronenberg,87,Horror|Mystery|Science Fiction,Universal Pictures|Famous Players Ltd|Guardian Trust Company|Filmplan International II,13030785.01,4642302.543
8040,John Travolta|Olivia Newton-John|Charles Durning|Oliver Reed|Scatman Crothers,John Herzfeld,88,Fantasy|Comedy|Science Fiction|Romance,Twentieth Century Fox Film Corporation,0.0,51770555.72
8041,Rutger Hauer|John Hurt|Craig T. Nelson|Dennis Hopper|Chris Sarandon,Sam Peckinpah,103,Action|Drama|Thriller,20th Century Fox,0.0,14201622.5
8042,Rick Hill|Barbi Benton|Richard Brooker|Lana Clarkson|Victor Bo,James Sbardellati,80,Action|Fantasy,Palo Alto Productions|Aries CinematogrÃ¡fica Argentina,0.0,19464483.34
8044,Burt Lancaster|Peter Riegert|Fulton Mackay|Denis Lawson|Norman Chancer,Bill Forsyth,111,Comedy|Drama,Goldcrest Films International|Enigma Productions,0.0,0.0
8045,Charles Martin Smith|Zachary Ittimangnaq|Samson Jorah|Hugh Webster|Brian Dennehy,Carroll Ballard,105,Action|Adventure|Drama,Walt Disney Productions,0.0,0.0
8046,Randy Norton|Cynthia Leake|Steve Sandor|Sean Hannon|Leo Gordon,Ralph Bakshi,81,Animation|Fantasy|Science Fiction,Polyc International BV|Producers Sales Organization (PSO),2627174.397,1665810.281
8047,Don Francks|Susan Roman|Paul Le Mat|Samantha Langevin|Dan Hennessey,Clive A. Smith,77,Action|Adventure|Animation|Fantasy|Science Fiction,Nelvana Limited,17514495.98,0.0
8048,Michael Douglas|Hal Holbrook|Yaphet Kotto|Sharon Gless|Michael Ensign,Peter Hyams,109,Action|Crime|Drama|Thriller,Twentieth Century Fox Film Corporation|Frank Yablans Presentations,0.0,0.0
8049,Sean Penn|Reni Santoni|Jim Moody|Eric Gurry|Esai Morales,Rick Rosenthal,104,Crime|Drama|Thriller,EMI Films,0.0,20121570.31
8050,Christopher Walken|Natalie Wood|Louise Fletcher|Cliff Robertson|Jason Lively,Douglas Trumbull,106,Science Fiction|Thriller,Metro-Goldwyn-Mayer (MGM),32839679.97,22373586.39
8051,Jacqueline Bisset|Rob Lowe|Andrew McCarthy|Cliff Robertson|Stuart Margolin,Lewis John Carlino,98,Comedy|Drama,Orion Pictures,0.0,0.0
8052,Dave Thomas|Rick Moranis|Max von Sydow|Paul Dooley|Lynne Griffin,Rick Moranis|Dave Thomas,90,Comedy,Metro-Goldwyn-Mayer (MGM),0.0,0.0
8054,Scott Glenn|Alberta Watson|JÃ¼rgen Prochnow|Robert Prosky|Gabriel Byrne,Michael Mann,96,Drama|Foreign|Horror,Paramount Pictures|Associated Capital|Capital Equipment Leasing,13135871.99,8016728.533
8055,Tom Berenger|Michael ParÃ©|Joe Pantoliano|Ellen Barkin|Matthew Laurance,Martin Davidson,95,Drama|Music,Embassy Productions,0.0,10257139.07
8056,Michael Keaton|Teri Garr|Fred Koehler|Taliesin Jaffe|Courtney-Jane White,Stan Dragoti,91,Comedy|Drama|Family,Twentieth Century Fox Film Corporation|Aaron Spelling Productions|Sherwood Productions,0.0,141832009.7
8057,Nicole Kidman|James Lugton|Angelo D'Angelo|David Argue|John Ley,Brian Trenchard-Smith,88,Adventure|Crime|Drama,Nilsen Premiere,2146368.643,0.0
8058,Jason Robards|Jonathan Pryce|Diane Ladd|Royal Dano|Vidal Peterson,Jack Clayton,95,Fantasy|Mystery|Thriller,Walt Disney Pictures|Bryna Productions,41596927.96,12382939.13
8059,Felissa Rose|Jonathan Tiersten|Karen Fields|Christopher Collet|Mike Kellin,Robert Hiltzik,85,Horror,American Eagle,766259.1992,0.0
8060,Phil Daniels|Tim Roth|Jeffrey Robert|Pam Ferris|Gary Oldman,Mike Leigh,102,TV Movie|Comedy|Drama,Channel 4 Television Corporation|Central Productions|Mostpoint,0.0,0.0
8061,Kate McNeil|Eileen Davidson|Janis Ward|Robin Meloy|Harley Jane Kozak,Mark Rosman,91,Horror|Mystery|Thriller,VAE Productions,930457.599,23217623.09
8062,Jeffrey Byron|Michael Preston|Tim Thomerson|Kelly Preston|Richard Moll,Charles Band,84,Fantasy|Science Fiction,Albert Band International Productions Inc.|Hollywood Films,0.0,0.0
8063,Lou Ferrigno|Sybil Danning|Brad Harris|Bobby Rhodes|Ingrid Anderson,Luigi Cozzi,98,Action|Fantasy,Golan-Globus Productions|Cannon Italia Srl,0.0,23373519.61
8064,Gene Hackman|Fred Ward|Robert Stack|Patrick Swayze|Harold Sylvester,Ted Kotcheff,105,Action|Adventure|Drama|Thriller,Paramount Pictures,0.0,61081804.74
8065,Eddie Murphy|James Argiro,Bruce Gowers,69,Comedy,HBO,0.0,0.0
8066,Peter Strauss|Molly Ringwald|Michael Ironside|Ernie Hudson|Deborah Pratt,Lamont Johnson,90,Adventure|Science Fiction,Columbia Pictures Corporation|Delphi Productions|Zone Productions,32839679.97,36123647.96
8067,Brad Pitt|Morgan Freeman|Gwyneth Paltrow|John C. McGinley|Kevin Spacey,David Fincher,127,Crime|Mystery|Thriller,New Line Cinema|Juno Pix|Cecchi Gori Pictures,47221906.61,468372425.4
8068,Tom Hanks|Tim Allen|Don Rickles|Jim Varney|Wallace Shawn,John Lasseter,81,Animation|Comedy|Family,Walt Disney Pictures|Pixar Animation Studios,42929006.01,517950958.5
8069,Stephen Baldwin|Gabriel Byrne|Chazz Palminteri|Kevin Pollak|Pete Postlethwaite,Bryan Singer,106,Drama|Crime|Thriller,Blue Parrot Productions|Bad Hat Harry Productions,8585801.203,33401010.43
8070,Mel Gibson|Catherine McCormack|Sophie Marceau|Patrick McGoohan|Angus Macfadyen,Mel Gibson,177,Action|Drama|History|War,Icon Entertainment International|The Ladd Company|B.H. Finance C.V.,103029614.4,300503042.1
8071,Pierce Brosnan|Sean Bean|Izabella Scorupco|Famke Janssen|Joe Don Baker,Martin Campbell,130,Adventure|Action|Thriller,United Artists|Eon Productions,82996078.29,503977993.4
8072,Robin Williams|Jonathan Hyde|Kirsten Dunst|Bradley Pierce|Bonnie Hunt,Joe Johnston,104,Adventure|Fantasy|Family,TriStar Pictures|Teitler Film|Interscope Communications,93012846.36,376054156.1
8073,Bruce Willis|Jeremy Irons|Samuel L. Jackson|Graham Greene|Colleen Camp,John McTiernan,128,Action|Thriller,Twentieth Century Fox Film Corporation|Cinergi Pictures Entertainment,128787018.0,523879354.0
8074,Natasha Henstridge|Ben Kingsley|Michael Madsen|Alfred Molina|Forest Whitaker,Roger Donaldson,108,Science Fiction|Horror|Action,Metro-Goldwyn-Mayer (MGM),50083840.35,161699256.0
8075,Bruce Willis|Madeleine Stowe|Brad Pitt|Christopher Plummer|David Morse,Terry Gilliam,129,Science Fiction|Thriller|Mystery,Universal Pictures|Atlas Entertainment|Classico,42213522.58,241604445.8
8076,Tom Hanks|Bill Paxton|Kevin Bacon|Gary Sinise|Ed Harris,Ron Howard,140,Drama,Imagine Entertainment|Universal Pictures,74410277.09,508333712.1
8077,Will Smith|Martin Lawrence|TÃ©a Leoni|TchÃ©ky Karyo|Joe Pantoliano,Michael Bay,118,Adventure|Drama|Action|Comedy|Thriller,Columbia Pictures|Don Simpson/Jerry Bruckheimer Films,27188370.48,202348766.1
8078,Irene Bedard|Mel Gibson|David Ogden Stiers|John Kassir|Russell Means,Mike Gabriel|Eric Goldberg,81,Adventure|Animation|Drama|Family,Walt Disney Pictures|Walt Disney Feature Animation,78703177.69,495228688.5
8079,Al Pacino|Robert De Niro|Val Kilmer|Jon Voight|Tom Sizemore,Michael Mann,171,Action|Crime|Drama|Thriller,Regency Enterprises|Forward Pass|Warner Bros.,85858012.03,268215876.2
8080,Ethan Hawke|Julie Delpy|Andrea Eckert|Hanno PÃ¶schl|Karl Bruckschwaiger,Richard Linklater,105,Drama|Romance,Detour Film Production,3577417.168,7920981.151
8081,Sylvester Stallone|Diane Lane|Armand Assante|Rob Schneider|JÃ¼rgen Prochnow,Danny Cannon,96,Science Fiction,Hollywood Pictures|Cinergi Pictures Entertainment,128787018.0,162405410.9
